Locus_tag	OperonID	Description
MSMEG_1886	operon_0859	NC_008596.1|gene1885|MSMEG_1886
MSMEG_1887	operon_0860	NC_008596.1|gene1886|MSMEG_1887
MSMEG_1888	operon_0861	NC_008596.1|gene1887|MSMEG_1888
MSMEG_1889	operon_0861	NC_008596.1|gene1888|MSMEG_1889
MSMEG_1890	operon_0861	NC_008596.1|gene1889|MSMEG_1890|aroA
MSMEG_1891	operon_0862	NC_008596.1|gene1890|MSMEG_1891
MSMEG_1892	operon_0862	NC_008596.1|gene1891|MSMEG_1892
MSMEG_1893	operon_0863	NC_008596.1|gene1892|MSMEG_1893
MSMEG_1894	operon_0863	NC_008596.1|gene1893|MSMEG_1894
MSMEG_1895	operon_0863	NC_008596.1|gene1894|MSMEG_1895
MSMEG_1896	operon_0864	NC_008596.1|gene1895|MSMEG_1896
MSMEG_1897	operon_0864	NC_008596.1|gene1896|MSMEG_1897|pcaD
MSMEG_1898	operon_0864	NC_008596.1|gene1897|MSMEG_1898
MSMEG_1899	operon_0864	NC_008596.1|gene1898|MSMEG_1899
MSMEG_1900	operon_0865	NC_008596.1|gene1899|MSMEG_1900
MSMEG_1901	operon_0865	NC_008596.1|gene1900|MSMEG_1901
MSMEG_1902	operon_0865	NC_008596.1|gene1901|MSMEG_1902
MSMEG_1903	operon_0865	NC_008596.1|gene1902|MSMEG_1903
MSMEG_1904	operon_0865	NC_008596.1|gene1903|MSMEG_1904
MSMEG_1905	operon_0865	NC_008596.1|gene1904|MSMEG_1905
MSMEG_1906	operon_0866	NC_008596.1|gene1905|MSMEG_1906
MSMEG_1907	operon_0866	NC_008596.1|gene1906|MSMEG_1907
MSMEG_1908	operon_0866	NC_008596.1|gene1907|MSMEG_1908
MSMEG_1909	operon_0867	NC_008596.1|gene1908|MSMEG_1909
MSMEG_1910	operon_0867	NC_008596.1|gene1909|MSMEG_1910
MSMEG_1911	operon_0867	NC_008596.1|gene1910|MSMEG_1911|catA
MSMEG_1912	operon_0867	NC_008596.1|gene1911|MSMEG_1912
MSMEG_1913	operon_0868	NC_008596.1|gene1912|MSMEG_1913|ybaK
MSMEG_1914	operon_0869	NC_008596.1|gene1913|MSMEG_1914
MSMEG_1915	operon_0869	NC_008596.1|gene1914|MSMEG_1915
MSMEG_1916	operon_0870	NC_008596.1|gene1915|MSMEG_1916
MSMEG_1917	operon_0871	NC_008596.1|gene1916|MSMEG_1917
MSMEG_1918	operon_0871	NC_008596.1|gene1917|MSMEG_1918
MSMEG_1919	operon_0872	NC_008596.1|gene1918|MSMEG_1919
MSMEG_1920	operon_0873	NC_008596.1|gene1919|MSMEG_1920
MSMEG_1921	operon_0873	NC_008596.1|gene1920|MSMEG_1921
MSMEG_1922	operon_0874	NC_008596.1|gene1921|MSMEG_1922|aroQ
MSMEG_1923	operon_0874	NC_008596.1|gene1922|MSMEG_1923
MSMEG_1924	operon_0875	NC_008596.1|gene1923|MSMEG_1924
MSMEG_1925	operon_0875	NC_008596.1|gene1924|MSMEG_1925
MSMEG_1926	operon_0875	NC_008596.1|gene1925|MSMEG_1926
MSMEG_1927	operon_0876	NC_008596.1|gene1926|MSMEG_1927
MSMEG_1928	operon_0876	NC_008596.1|gene1927|MSMEG_1928
MSMEG_1929	operon_0877	NC_008596.1|gene1928|MSMEG_1929
MSMEG_1930	operon_0877	NC_008596.1|gene1929|MSMEG_1930
MSMEG_1931	operon_0878	NC_008596.1|gene1930|MSMEG_1931
MSMEG_1933	operon_0878	NC_008596.1|gene1931|MSMEG_1933
MSMEG_1932	operon_0879	NC_008596.1|gene1932|MSMEG_1932
MSMEG_1934	operon_0880	NC_008596.1|gene1933|MSMEG_1934
MSMEG_1935	operon_0881	NC_008596.1|gene1934|MSMEG_1935
MSMEG_1936	operon_0882	NC_008596.1|gene1935|MSMEG_1936
MSMEG_1937	operon_0882	NC_008596.1|gene1936|MSMEG_1937
MSMEG_1938	operon_0882	NC_008596.1|gene1937|MSMEG_1938
MSMEG_1939	operon_0883	NC_008596.1|gene1938|MSMEG_1939
MSMEG_1940	operon_0883	NC_008596.1|gene1939|MSMEG_1940
MSMEG_1941	operon_0884	NC_008596.1|gene1940|MSMEG_1941
MSMEG_1943	operon_0884	NC_008596.1|gene1941|MSMEG_1943
MSMEG_1942	operon_0885	NC_008596.1|gene1942|MSMEG_1942
MSMEG_1944	operon_0885	NC_008596.1|gene1943|MSMEG_1944
MSMEG_1945	operon_0886	NC_008596.1|gene1944|MSMEG_1945
MSMEG_1946	operon_0886	NC_008596.1|gene1945|MSMEG_1946|nudC
MSMEG_1947	operon_0887	NC_008596.1|gene1946|MSMEG_1947
MSMEG_1948	operon_0887	NC_008596.1|gene1947|MSMEG_1948
MSMEG_1949	operon_0888	NC_008596.1|gene1948|MSMEG_1949
MSMEG_1950	operon_0888	NC_008596.1|gene1949|MSMEG_1950
MSMEG_1951	operon_0888	NC_008596.1|gene1950|MSMEG_1951
MSMEG_1952	operon_0889	NC_008596.1|gene1951|MSMEG_1952
MSMEG_1953	operon_0890	NC_008596.1|gene1952|MSMEG_1953
MSMEG_1954	operon_0891	NC_008596.1|gene1953|MSMEG_1954
MSMEG_1956	operon_0892	NC_008596.1|gene1954|MSMEG_1956
MSMEG_1955	operon_0893	NC_008596.1|gene1955|MSMEG_1955
MSMEG_1957	operon_0893	NC_008596.1|gene1956|MSMEG_1957
MSMEG_1958	operon_0894	NC_008596.1|gene1957|MSMEG_1958
MSMEG_1959	operon_0894	NC_008596.1|gene1958|MSMEG_1959
MSMEG_1960	operon_0895	NC_008596.1|gene1959|MSMEG_1960
MSMEG_1961	operon_0895	NC_008596.1|gene1960|MSMEG_1961
MSMEG_1962	operon_0895	NC_008596.1|gene1961|MSMEG_1962
MSMEG_1963	operon_0895	NC_008596.1|gene1962|MSMEG_1963
MSMEG_1964	operon_0895	NC_008596.1|gene1963|MSMEG_1964
MSMEG_1965	operon_0895	NC_008596.1|gene1964|MSMEG_1965
MSMEG_1966	operon_0896	NC_008596.1|gene1965|MSMEG_1966
MSMEG_1967	operon_0897	NC_008596.1|gene1966|MSMEG_1967
MSMEG_1968	operon_0898	NC_008596.1|gene1967|MSMEG_1968
MSMEG_1969	operon_0899	NC_008596.1|gene1968|MSMEG_1969
MSMEG_1970	operon_0900	NC_008596.1|gene1969|MSMEG_1970
MSMEG_1971	operon_0901	NC_008596.1|gene1970|MSMEG_1971
MSMEG_1972	operon_0901	NC_008596.1|gene1971|MSMEG_1972
MSMEG_1973	operon_0901	NC_008596.1|gene1972|MSMEG_1973
MSMEG_1974	operon_0901	NC_008596.1|gene1973|MSMEG_1974
MSMEG_1975	operon_0901	NC_008596.1|gene1974|MSMEG_1975
MSMEG_1976	operon_0901	NC_008596.1|gene1975|MSMEG_1976
MSMEG_1977	operon_0901	NC_008596.1|gene1976|MSMEG_1977
MSMEG_1978	operon_0901	NC_008596.1|gene1977|MSMEG_1978|groEL
MSMEG_1979	operon_0901	NC_008596.1|gene1978|MSMEG_1979
MSMEG_1980	operon_0902	NC_008596.1|gene1979|MSMEG_1980
MSMEG_1981	operon_0902	NC_008596.1|gene1980|MSMEG_1981
MSMEG_1982	operon_0903	NC_008596.1|gene1981|MSMEG_1982
MSMEG_1983	operon_0904	NC_008596.1|gene1982|MSMEG_1983
MSMEG_1984	operon_0904	NC_008596.1|gene1983|MSMEG_1984
MSMEG_1985	operon_0905	NC_008596.1|gene1984|MSMEG_1985
MSMEG_1986	operon_0906	NC_008596.1|gene1985|MSMEG_1986
MSMEG_1987	operon_0906	NC_008596.1|gene1986|MSMEG_1987
MSMEG_1988	operon_0906	NC_008596.1|gene1987|MSMEG_1988
MSMEG_1989	operon_0906	NC_008596.1|gene1988|MSMEG_1989
MSMEG_1990	operon_0906	NC_008596.1|gene1989|MSMEG_1990
MSMEG_1991	operon_0906	NC_008596.1|gene1990|MSMEG_1991
MSMEG_1992	operon_0906	NC_008596.1|gene1991|MSMEG_1992
MSMEG_1993	operon_0906	NC_008596.1|gene1992|MSMEG_1993
MSMEG_1994	operon_0906	NC_008596.1|gene1993|MSMEG_1994
MSMEG_1995	operon_0907	NC_008596.1|gene1994|MSMEG_1995
MSMEG_1996	operon_0908	NC_008596.1|gene1995|MSMEG_1996
MSMEG_1997	operon_0908	NC_008596.1|gene1996|MSMEG_1997
MSMEG_1998	operon_0908	NC_008596.1|gene1997|MSMEG_1998
MSMEG_1999	operon_0909	NC_008596.1|gene1998|MSMEG_1999
MSMEG_2000	operon_0910	NC_008596.1|gene1999|MSMEG_2000
MSMEG_2001	operon_0910	NC_008596.1|gene2000|MSMEG_2001
MSMEG_2002	operon_0911	NC_008596.1|gene2001|MSMEG_2002
MSMEG_2003	operon_0912	NC_008596.1|gene2002|MSMEG_2003
MSMEG_2004	operon_0912	NC_008596.1|gene2003|MSMEG_2004
MSMEG_2005	operon_0912	NC_008596.1|gene2004|MSMEG_2005
MSMEG_2006	operon_0913	NC_008596.1|gene2005|MSMEG_2006
MSMEG_2007	operon_0913	NC_008596.1|gene2006|MSMEG_2007
MSMEG_2008	operon_0914	NC_008596.1|gene2007|MSMEG_2008
MSMEG_2009	operon_0914	NC_008596.1|gene2008|MSMEG_2009
MSMEG_2010	operon_0915	NC_008596.1|gene2009|MSMEG_2010
MSMEG_2011	operon_0915	NC_008596.1|gene2010|MSMEG_2011
MSMEG_2012	operon_0916	NC_008596.1|gene2011|MSMEG_2012|hisD
MSMEG_2013	operon_0916	NC_008596.1|gene2012|MSMEG_2013
MSMEG_2014	operon_0917	NC_008596.1|gene2013|MSMEG_2014
MSMEG_2015	operon_0917	NC_008596.1|gene2014|MSMEG_2015|modB
MSMEG_2016	operon_0917	NC_008596.1|gene2015|MSMEG_2016|modA
MSMEG_2017	operon_0917	NC_008596.1|gene2016|MSMEG_2017
MSMEG_2019	operon_0918	NC_008596.1|gene2017|MSMEG_2019
MSMEG_2018	operon_0919	NC_008596.1|gene2018|MSMEG_2018
MSMEG_2020	operon_0920	NC_008596.1|gene2019|MSMEG_2020
MSMEG_2021	operon_0920	NC_008596.1|gene2020|MSMEG_2021
MSMEG_2022	operon_0921	NC_008596.1|gene2021|MSMEG_2022
MSMEG_2023	operon_0921	NC_008596.1|gene2022|MSMEG_2023
MSMEG_2024	operon_0921	NC_008596.1|gene2023|MSMEG_2024
MSMEG_2025	operon_0921	NC_008596.1|gene2024|MSMEG_2025
MSMEG_2026	operon_0921	NC_008596.1|gene2025|MSMEG_2026
MSMEG_2027	operon_0922	NC_008596.1|gene2026|MSMEG_2027
MSMEG_2028	operon_0922	NC_008596.1|gene2027|MSMEG_2028
MSMEG_2029	operon_0922	NC_008596.1|gene2028|MSMEG_2029
MSMEG_2030	operon_0923	NC_008596.1|gene2029|MSMEG_2030
MSMEG_2031	operon_0924	NC_008596.1|gene2030|MSMEG_2031
MSMEG_2032	operon_0925	NC_008596.1|gene2031|MSMEG_2032
MSMEG_2033	operon_0926	NC_008596.1|gene2032|MSMEG_2033
MSMEG_2034	operon_0927	NC_008596.1|gene2033|MSMEG_2034
MSMEG_2036	operon_0927	NC_008596.1|gene2034|MSMEG_2036
MSMEG_2035	operon_0928	NC_008596.1|gene2035|MSMEG_2035
MSMEG_2037	operon_0929	NC_008596.1|gene2036|MSMEG_2037
MSMEG_2038	operon_0929	NC_008596.1|gene2037|MSMEG_2038
MSMEG_2039	operon_0930	NC_008596.1|gene2038|MSMEG_2039
MSMEG_2040	operon_0931	NC_008596.1|gene2039|MSMEG_2040
MSMEG_2041	operon_0932	NC_008596.1|gene2040|MSMEG_2041
MSMEG_2042	operon_0932	NC_008596.1|gene2041|MSMEG_2042
MSMEG_2043	operon_0933	NC_008596.1|gene2042|MSMEG_2043
MSMEG_2044	operon_0933	NC_008596.1|gene2043|MSMEG_2044
MSMEG_2045	operon_0933	NC_008596.1|gene2044|MSMEG_2045
MSMEG_2046	operon_0933	NC_008596.1|gene2045|MSMEG_2046
MSMEG_2048	operon_0933	NC_008596.1|gene2046|MSMEG_2048
MSMEG_2047	operon_0934	NC_008596.1|gene2047|MSMEG_2047
MSMEG_2049	operon_0935	NC_008596.1|gene2048|MSMEG_2049
MSMEG_2050	operon_0936	NC_008596.1|gene2049|MSMEG_2050|nuoN
MSMEG_2051	operon_0936	NC_008596.1|gene2050|MSMEG_2051|nuoM
MSMEG_2052	operon_0936	NC_008596.1|gene2051|MSMEG_2052|nuoL
MSMEG_2053	operon_0936	NC_008596.1|gene2052|MSMEG_2053|nuoK
MSMEG_2054	operon_0936	NC_008596.1|gene2053|MSMEG_2054
MSMEG_2055	operon_0936	NC_008596.1|gene2054|MSMEG_2055|nuoI
MSMEG_2056	operon_0936	NC_008596.1|gene2055|MSMEG_2056|nuoH
MSMEG_2057	operon_0936	NC_008596.1|gene2056|MSMEG_2057|nuoG
MSMEG_2058	operon_0936	NC_008596.1|gene2057|MSMEG_2058|nuoF
MSMEG_2059	operon_0936	NC_008596.1|gene2058|MSMEG_2059
MSMEG_2060	operon_0936	NC_008596.1|gene2059|MSMEG_2060|nuoD
MSMEG_2061	operon_0936	NC_008596.1|gene2060|MSMEG_2061
MSMEG_2062	operon_0936	NC_008596.1|gene2061|MSMEG_2062|nuoB
MSMEG_2063	operon_0936	NC_008596.1|gene2062|MSMEG_2063|nuoA
MSMEG_2064	operon_0937	NC_008596.1|gene2063|MSMEG_2064
MSMEG_2065	operon_0937	NC_008596.1|gene2064|MSMEG_2065
MSMEG_2066	operon_0937	NC_008596.1|gene2065|MSMEG_2066
MSMEG_2067	operon_0938	NC_008596.1|gene2066|MSMEG_2067
MSMEG_2068	operon_0939	NC_008596.1|gene2067|MSMEG_2068
MSMEG_2069	operon_0939	NC_008596.1|gene2068|MSMEG_2069
MSMEG_2070	operon_0939	NC_008596.1|gene2069|MSMEG_2070
MSMEG_2071	operon_0939	NC_008596.1|gene2070|MSMEG_2071
MSMEG_2072	operon_0939	NC_008596.1|gene2071|MSMEG_2072
MSMEG_2073	operon_0939	NC_008596.1|gene2072|MSMEG_2073
MSMEG_2074	operon_0939	NC_008596.1|gene2073|MSMEG_2074
MSMEG_2075	operon_0939	NC_008596.1|gene2074|MSMEG_2075|hmgA
MSMEG_2076	operon_0939	NC_008596.1|gene2075|MSMEG_2076
MSMEG_2077	operon_0939	NC_008596.1|gene2076|MSMEG_2077
MSMEG_2078	operon_0940	NC_008596.1|gene2077|MSMEG_2078
MSMEG_2079	operon_0941	NC_008596.1|gene2078|MSMEG_2079
MSMEG_2080	operon_0942	NC_008596.1|gene2079|MSMEG_2080
MSMEG_2081	operon_0942	NC_008596.1|gene2080|MSMEG_2081
MSMEG_2082	operon_0943	NC_008596.1|gene2081|MSMEG_2082
MSMEG_2083	operon_0944	NC_008596.1|gene2082|MSMEG_2083
MSMEG_2084	operon_0945	NC_008596.1|gene2083|MSMEG_2084
MSMEG_2085	operon_0946	NC_008596.1|gene2084|MSMEG_2085
MSMEG_2086	operon_0947	NC_008596.1|gene2085|MSMEG_2086|prfB
MSMEG_2087	operon_0947	NC_008596.1|gene2086|MSMEG_2087
MSMEG_2088	operon_0947	NC_008596.1|gene2087|MSMEG_2088
MSMEG_2089	operon_0947	NC_008596.1|gene2088|MSMEG_2089|ftsE
MSMEG_2090	operon_0947	NC_008596.1|gene2089|MSMEG_2090
MSMEG_2091	operon_0947	NC_008596.1|gene2090|MSMEG_2091|smpB
MSMEG_2092	operon_0948	NC_008596.1|gene2091|MSMEG_2092
MSMEG_2093	operon_0949	NC_008596.1|gene2092|MSMEG_2093
MSMEG_2094	operon_0950	NC_008596.1|gene2093|MSMEG_2094
MSMEG_2095	operon_0951	NC_008596.1|gene2094|MSMEG_2095
MSMEG_2096	operon_0952	NC_008596.1|gene2095|MSMEG_2096
MSMEG_2097	operon_0952	NC_008596.1|gene2096|MSMEG_2097
MSMEG_2098	operon_0952	NC_008596.1|gene2097|MSMEG_2098
MSMEG_2099	operon_0952	NC_008596.1|gene2098|MSMEG_2099
MSMEG_2100	operon_0952	NC_008596.1|gene2099|MSMEG_2100
MSMEG_2101	operon_0952	NC_008596.1|gene2100|MSMEG_2101
MSMEG_2102	operon_0952	NC_008596.1|gene2101|MSMEG_2102
MSMEG_2103	operon_0952	NC_008596.1|gene2102|MSMEG_2103
MSMEG_2104	operon_0953	NC_008596.1|gene2103|MSMEG_2104
MSMEG_2105	operon_0954	NC_008596.1|gene2104|MSMEG_2105
MSMEG_2107	operon_0955	NC_008596.1|gene2105|MSMEG_2107
MSMEG_2106	operon_0956	NC_008596.1|gene2106|MSMEG_2106
MSMEG_2108	operon_0957	NC_008596.1|gene2107|MSMEG_2108
MSMEG_2109	operon_0957	NC_008596.1|gene2108|MSMEG_2109
MSMEG_2110	operon_0958	NC_008596.1|gene2109|MSMEG_2110
MSMEG_2111	operon_0958	NC_008596.1|gene2110|MSMEG_2111
MSMEG_2112	operon_0959	NC_008596.1|gene2111|MSMEG_2112
MSMEG_2115	operon_0959	NC_008596.1|gene2112|MSMEG_2115
MSMEG_2113	operon_0960	NC_008596.1|gene2113|MSMEG_2113
MSMEG_2114	operon_0960	NC_008596.1|gene2114|MSMEG_2114
MSMEG_2116	operon_0961	NC_008596.1|gene2115|MSMEG_2116
MSMEG_2117	operon_0962	NC_008596.1|gene2116|MSMEG_2117
MSMEG_2118	operon_0962	NC_008596.1|gene2117|MSMEG_2118|nagB
MSMEG_2119	operon_0962	NC_008596.1|gene2118|MSMEG_2119|nagA
MSMEG_2120	operon_0962	NC_008596.1|gene2119|MSMEG_2120
MSMEG_2121	operon_0963	NC_008596.1|gene2120|MSMEG_2121
MSMEG_2122	operon_0963	NC_008596.1|gene2121|MSMEG_2122
MSMEG_2123	operon_0963	NC_008596.1|gene2122|MSMEG_2123|dhaK
MSMEG_2124	operon_0963	NC_008596.1|gene2123|MSMEG_2124
MSMEG_2125	operon_0964	NC_008596.1|gene2124|MSMEG_2125
MSMEG_2126	operon_0964	NC_008596.1|gene2125|MSMEG_2126
MSMEG_2127	operon_0964	NC_008596.1|gene2126|MSMEG_2127
MSMEG_2128	operon_0964	NC_008596.1|gene2127|MSMEG_2128
MSMEG_2129	operon_0965	NC_008596.1|gene2128|MSMEG_2129
MSMEG_2130	operon_0966	NC_008596.1|gene2129|MSMEG_2130
MSMEG_2131	operon_0966	NC_008596.1|gene2130|MSMEG_2131
MSMEG_2132	operon_0966	NC_008596.1|gene2131|MSMEG_2132
MSMEG_2133	operon_0966	NC_008596.1|gene2132|MSMEG_2133
MSMEG_2134	operon_0966	NC_008596.1|gene2133|MSMEG_2134|crcB
MSMEG_2135	operon_0966	NC_008596.1|gene2134|MSMEG_2135
MSMEG_2136	operon_0967	NC_008596.1|gene2135|MSMEG_2136|pgm
MSMEG_2137	operon_0967	NC_008596.1|gene2136|MSMEG_2137
MSMEG_2138	operon_0967	NC_008596.1|gene2137|MSMEG_2138
MSMEG_2139	operon_0968	NC_008596.1|gene2138|MSMEG_2139
MSMEG_2140	operon_0968	NC_008596.1|gene2139|MSMEG_2140
MSMEG_2141	operon_0969	NC_008596.1|gene2140|MSMEG_2141
MSMEG_2142	operon_0969	NC_008596.1|gene2141|MSMEG_2142
MSMEG_2143	operon_0970	NC_008596.1|gene2142|MSMEG_2143
MSMEG_2144	operon_0970	NC_008596.1|gene2143|MSMEG_2144
MSMEG_2145	operon_0971	NC_008596.1|gene2144|MSMEG_2145
MSMEG_2146	operon_0971	NC_008596.1|gene2145|MSMEG_2146
MSMEG_2147	operon_0971	NC_008596.1|gene2146|MSMEG_2147
MSMEG_2148	operon_0972	NC_008596.1|gene2147|MSMEG_2148
MSMEG_2149	operon_0973	NC_008596.1|gene2148|MSMEG_2149
MSMEG_2150	operon_0974	NC_008596.1|gene2149|MSMEG_2150
MSMEG_2151	operon_0974	NC_008596.1|gene2150|MSMEG_2151
MSMEG_2152	operon_0975	NC_008596.1|gene2151|MSMEG_2152
MSMEG_2153	operon_0976	NC_008596.1|gene2152|MSMEG_2153
MSMEG_2154	operon_0977	NC_008596.1|gene2153|MSMEG_2154
MSMEG_2155	operon_0977	NC_008596.1|gene2154|MSMEG_2155
MSMEG_2156	operon_0977	NC_008596.1|gene2155|MSMEG_2156
MSMEG_2157	operon_0977	NC_008596.1|gene2156|MSMEG_2157
MSMEG_2159	operon_0977	NC_008596.1|gene2157|MSMEG_2159
MSMEG_2158	operon_0978	NC_008596.1|gene2158|MSMEG_2158
MSMEG_2160	operon_0979	NC_008596.1|gene2159|MSMEG_2160
MSMEG_2161	operon_0980	NC_008596.1|gene2160|MSMEG_2161
MSMEG_2162	operon_0981	NC_008596.1|gene2161|MSMEG_2162
MSMEG_2163	operon_0981	NC_008596.1|gene2162|MSMEG_2163
MSMEG_2164	operon_0981	NC_008596.1|gene2163|MSMEG_2164
MSMEG_2165	operon_0982	NC_008596.1|gene2164|MSMEG_2165
MSMEG_2166	operon_0982	NC_008596.1|gene2165|MSMEG_2166
MSMEG_2167	operon_0982	NC_008596.1|gene2166|MSMEG_2167
MSMEG_2168	operon_0982	NC_008596.1|gene2167|MSMEG_2168
MSMEG_2170	operon_0982	NC_008596.1|gene2168|MSMEG_2170
MSMEG_2169	operon_0983	NC_008596.1|gene2169|MSMEG_2169|accD
MSMEG_2171	operon_0983	NC_008596.1|gene2170|MSMEG_2171
MSMEG_2172	operon_0984	NC_008596.1|gene2171|MSMEG_2172
MSMEG_2173	operon_0985	NC_008596.1|gene2172|MSMEG_2173
MSMEG_2174	operon_0986	NC_008596.1|gene2173|MSMEG_2174
MSMEG_2176	operon_0986	NC_008596.1|gene2174|MSMEG_2176
MSMEG_2175	operon_0987	NC_008596.1|gene2175|MSMEG_2175
MSMEG_2177	operon_0987	NC_008596.1|gene2176|MSMEG_2177
MSMEG_2178	operon_0988	NC_008596.1|gene2177|MSMEG_2178
MSMEG_2179	operon_0989	NC_008596.1|gene2178|MSMEG_2179
MSMEG_2180	operon_0990	NC_008596.1|gene2179|MSMEG_2180
MSMEG_2182	operon_0991	NC_008596.1|gene2180|MSMEG_2182
MSMEG_2181	operon_0992	NC_008596.1|gene2181|MSMEG_2181
MSMEG_2183	operon_0992	NC_008596.1|gene2182|MSMEG_2183
MSMEG_2184	operon_0993	NC_008596.1|gene2183|MSMEG_2184
MSMEG_2185	operon_0993	NC_008596.1|gene2184|MSMEG_2185
MSMEG_2186	operon_0993	NC_008596.1|gene2185|MSMEG_2186
MSMEG_2187	operon_0994	NC_008596.1|gene2186|MSMEG_2187
MSMEG_2189	operon_0994	NC_008596.1|gene2187|MSMEG_2189|atzF
MSMEG_2188	operon_0995	NC_008596.1|gene2188|MSMEG_2188
MSMEG_2190	operon_0995	NC_008596.1|gene2189|MSMEG_2190
MSMEG_2191	operon_0995	NC_008596.1|gene2190|MSMEG_2191
MSMEG_2192	operon_0996	NC_008596.1|gene2191|MSMEG_2192
MSMEG_2194	operon_0996	NC_008596.1|gene2192|MSMEG_2194
MSMEG_2193	operon_0997	NC_008596.1|gene2193|MSMEG_2193
MSMEG_2195	operon_0997	NC_008596.1|gene2194|MSMEG_2195
MSMEG_2197	operon_0998	NC_008596.1|gene2195|MSMEG_2197
MSMEG_2196	operon_0999	NC_008596.1|gene2196|MSMEG_2196
MSMEG_2198	operon_0999	NC_008596.1|gene2197|MSMEG_2198
MSMEG_2199	operon_0999	NC_008596.1|gene2198|MSMEG_2199
MSMEG_2200	operon_1000	NC_008596.1|gene2199|MSMEG_2200|purU
MSMEG_2201	operon_1000	NC_008596.1|gene2200|MSMEG_2201
MSMEG_2202	operon_1001	NC_008596.1|gene2201|MSMEG_2202
MSMEG_2203	operon_1001	NC_008596.1|gene2202|MSMEG_2203
MSMEG_2204	operon_1002	NC_008596.1|gene2203|MSMEG_2204
MSMEG_2205	operon_1002	NC_008596.1|gene2204|MSMEG_2205
MSMEG_2206	operon_1003	NC_008596.1|gene2205|MSMEG_2206|fabG
MSMEG_2207	operon_1003	NC_008596.1|gene2206|MSMEG_2207
MSMEG_2208	operon_1003	NC_008596.1|gene2207|MSMEG_2208
MSMEG_2209	operon_1003	NC_008596.1|gene2208|MSMEG_2209
MSMEG_2210	operon_1003	NC_008596.1|gene2209|MSMEG_2210
MSMEG_2211	operon_1004	NC_008596.1|gene2210|MSMEG_2211
MSMEG_2212	operon_1005	NC_008596.1|gene2211|MSMEG_2212
MSMEG_2213	operon_1005	NC_008596.1|gene2212|MSMEG_2213
MSMEG_2214	operon_1006	NC_008596.1|gene2213|MSMEG_2214
MSMEG_2215	operon_1006	NC_008596.1|gene2214|MSMEG_2215
MSMEG_2216	operon_1006	NC_008596.1|gene2215|MSMEG_2216
MSMEG_2217	operon_1006	NC_008596.1|gene2216|MSMEG_2217
MSMEG_2218	operon_1006	NC_008596.1|gene2217|MSMEG_2218
MSMEG_2219	operon_1006	NC_008596.1|gene2218|MSMEG_2219
MSMEG_2220	operon_1006	NC_008596.1|gene2219|MSMEG_2220
MSMEG_2221	operon_1007	NC_008596.1|gene2220|MSMEG_2221
MSMEG_2222	operon_1007	NC_008596.1|gene2221|MSMEG_2222
MSMEG_2223	operon_1007	NC_008596.1|gene2222|MSMEG_2223
MSMEG_2224	operon_1007	NC_008596.1|gene2223|MSMEG_2224
MSMEG_2225	operon_1008	NC_008596.1|gene2224|MSMEG_2225
MSMEG_2226	operon_1008	NC_008596.1|gene2225|MSMEG_2226
MSMEG_2227	operon_1009	NC_008596.1|gene2226|MSMEG_2227
MSMEG_2228	operon_1009	NC_008596.1|gene2227|MSMEG_2228
MSMEG_2229	operon_1009	NC_008596.1|gene2228|MSMEG_2229
MSMEG_2230	operon_1009	NC_008596.1|gene2229|MSMEG_2230
MSMEG_2231	operon_1009	NC_008596.1|gene2230|MSMEG_2231
MSMEG_2232	operon_1009	NC_008596.1|gene2231|MSMEG_2232
MSMEG_2233	operon_1009	NC_008596.1|gene2232|MSMEG_2233
MSMEG_2234	operon_1009	NC_008596.1|gene2233|MSMEG_2234
MSMEG_2235	operon_1010	NC_008596.1|gene2234|MSMEG_2235
MSMEG_2236	operon_1010	NC_008596.1|gene2235|MSMEG_2236
MSMEG_2237	operon_1011	NC_008596.1|gene2236|MSMEG_2237
MSMEG_2238	operon_1011	NC_008596.1|gene2237|MSMEG_2238
MSMEG_2239	operon_1012	NC_008596.1|gene2238|MSMEG_2239
MSMEG_2240	operon_1012	NC_008596.1|gene2239|MSMEG_2240
MSMEG_2242	operon_1013	NC_008596.1|gene2240|MSMEG_2242
MSMEG_2241	operon_1014	NC_008596.1|gene2241|MSMEG_2241
MSMEG_2243	operon_1014	NC_008596.1|gene2242|MSMEG_2243
MSMEG_2244	operon_1014	NC_008596.1|gene2243|MSMEG_2244
MSMEG_2245	operon_1015	NC_008596.1|gene2244|MSMEG_2245
MSMEG_2246	operon_1016	NC_008596.1|gene2245|MSMEG_2246
MSMEG_2247	operon_1017	NC_008596.1|gene2246|MSMEG_2247
MSMEG_2249	operon_1017	NC_008596.1|gene2247|MSMEG_2249
MSMEG_2248	operon_1018	NC_008596.1|gene2248|MSMEG_2248
MSMEG_2250	operon_1019	NC_008596.1|gene2249|MSMEG_2250
MSMEG_2251	operon_1019	NC_008596.1|gene2250|MSMEG_2251
MSMEG_2252	operon_1019	NC_008596.1|gene2251|MSMEG_2252
MSMEG_2253	operon_1020	NC_008596.1|gene2252|MSMEG_2253
MSMEG_2254	operon_1021	NC_008596.1|gene2253|MSMEG_2254
MSMEG_2255	operon_1022	NC_008596.1|gene2254|MSMEG_2255
MSMEG_2256	operon_1023	NC_008596.1|gene2255|MSMEG_2256
MSMEG_2257	operon_1023	NC_008596.1|gene2256|MSMEG_2257
MSMEG_2258	operon_1024	NC_008596.1|gene2257|MSMEG_2258
